"","series","baker_first_name","baker_last_name","baker_age","baker_occupation","hometown","episode","technical","result","signature_bake","show_stopper"
"798",8,"Yan","Tsou",46,"Laboratory research scientist","North London",3,8,"IN","'Mrs P's' Masala Chai Spiced Teacakes","'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture"
"799",8,"Flo","Atkins",71,"Retired","Merseyside",3,7,"OUT","Cinnamon and Orange Teacakes","'Davy Jones' Locker' Bread Sculpture"
"800",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",3,2,"STAR BAKER","Earl Grey Dried Fruit Teacakes","'The Snail Under a Mushroom' Bread Sculpture"
"801",8,"Chris","Geiger",50,"Software developer","Bristol",3,NA,NA,NA,NA
"802",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",3,NA,NA,NA,NA
"803",8,"James","Hillery",46,"Banker","Brentwood, Essex",4,2,"IN","'Windy City' Millionaire Shortbreads","Nutty Caramel Cake"
"804",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",4,9,"IN","Pecan Salted Caramel Millionaire Shortbreads","Poppy Seed Caramel Cake"
"805",8,"Liam","Charles",19,"Student","North London",4,3,"IN","Salted Peanut Butter Millionaire Shortbreads","White Layered Ginger Caramel Cake"
"806",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",4,4,"IN","Jaffa Millionaire Shortbreads","Bird's Nest Caramel Cake"
"807",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",4,1,"IN","Rum Salted Caramel Millionaire Shortbreads","Chocolate and Coffee Caramel Cake"
"808",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",4,7,"IN","Orange Macadamia Nut Millionaire Shortbreads","Caramel Crown Cake"
"809",8,"Yan","Tsou",46,"Laboratory research scientist","North London",4,8,"IN","'Lil' Red's Ginger and Nuts' Millionaire Shortbreads","Animals of the Rainforest Caramel Cake"
"810",8,"Tom","Hetherington",29,"Architect","Edinburgh",4,5,"OUT","Stem Ginger Caramel Shortbreads","Hummingbird Cake"
"811",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",4,6,"STAR BAKER","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"812",8,"Chris","Geiger",50,"Software developer","Bristol",4,NA,NA,NA,NA
"813",8,"Flo","Atkins",71,"Retired","Merseyside",4,NA,NA,NA,NA
"814",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",4,NA,NA,NA,NA
"815",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",5,3,"IN","Orange & Treacle Steamed School Pudding","'Opulent Ornament' Trifle Terrine"
"816",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",5,8,"IN","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"817",8,"Liam","Charles",19,"Student","North London",5,2,"IN","Cherries & Lemons that are 'Baked Well'","'Cheers Lads' Trifle Terrine"
"818",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",5,4,"IN","Bakewell Tart Steamed School Pudding","Tropical Trifle Terrine"
"819",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",5,5,"IN","Lemon & Blackcurrant Drizzle Steamed School Pudding","'From Across the Jelly Pond' Trifle Terrine"
"820",8,"Yan","Tsou",46,"Laboratory research scientist","North London",5,6,"IN","Mango Fruit Hat Steamed School Pudding","'Heart of a Hero' Trifle Terrine"
"821",8,"James","Hillery",46,"Banker","Brentwood, Essex",5,7,"OUT","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine"
"822",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",5,1,"STAR BAKER","Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
"823",8,"Chris","Geiger",50,"Software developer","Bristol",5,NA,NA,NA,NA
"824",8,"Flo","Atkins",71,"Retired","Merseyside",5,NA,NA,NA,NA
"825",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",5,NA,NA,NA,NA
"826",8,"Tom","Hetherington",29,"Architect","Edinburgh",5,NA,NA,NA,NA
"827",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",6,5,"IN","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"828",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",6,2,"IN","'The Four Seasons' Decorative Pies","Game Pie with Glazed Forest Fruits"
"829",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",6,6,"IN","'Love Theme' Decorative Pies","Indian Hand Raised Pie with Mango"
"830",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",6,3,"IN","'Fleetwood Mac' Decorative Pies","Christmas Pie"
"831",8,"Yan","Tsou",46,"Laboratory research scientist","North London",6,1,"IN","'πr2' Decorative Pies","Chequerboard Pie"
"832",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",6,7,"OUT","'Pies from the Tree' Decorative Pies","'Special Occasion' Pie"
"833",8,"Liam","Charles",19,"Student","North London",6,4,"STAR BAKER","'Standard FC' Decorative Pies","'Nan's Sunday Dinner' Pie"
"834",8,"Chris","Geiger",50,"Software developer","Bristol",6,NA,NA,NA,NA
"835",8,"Flo","Atkins",71,"Retired","Merseyside",6,NA,NA,NA,NA
"836",8,"James","Hillery",46,"Banker","Brentwood, Essex",6,NA,NA,NA,NA
"837",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",6,NA,NA,NA,NA
"838",8,"Tom","Hetherington",29,"Architect","Edinburgh",6,NA,NA,NA,NA
"839",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",7,6,"IN","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"840",8,"Liam","Charles",19,"Student","North London",7,2,"IN","'Just Doing Me' Cannoli","'Morning Delivery' Sfogliatelle"
"841",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",7,3,"IN","'Classics with a Twist' Cannoli","'Classics' Sfogliatelle"
"842",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",7,4,"IN","My All Time Favourite Desserts","Pastry Surprise"
"843",8,"Yan","Tsou",46,"Laboratory research scientist","North London",7,5,"OUT","Cannoli Cocktails","Canadian-Style Sfogliatelle"
"844",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",7,1,"STAR BAKER","Italian Style Cannoli","'Sicilian-style' Sfogliatelle"
"845",8,"Chris","Geiger",50,"Software developer","Bristol",7,NA,NA,NA,NA
"846",8,"Flo","Atkins",71,"Retired","Merseyside",7,NA,NA,NA,NA
"847",8,"James","Hillery",46,"Banker","Brentwood, Essex",7,NA,NA,NA,NA
"848",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",7,NA,NA,NA,NA
"849",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",7,NA,NA,NA,NA
"850",8,"Tom","Hetherington",29,"Architect","Edinburgh",7,NA,NA,NA,NA
"851",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",8,2,"IN","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"852",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",8,4,"IN","Char Siu & Banana Praline Bedfordshire Clangers","Citrus with Green Apple Croquembouche Savoy Cake"
"853",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",8,1,"IN","'Mediterranean Medley' Bedfordshire Clangers","Chestnut Rum Savoy Cake"
"854",8,"Liam","Charles",19,"Student","North London",8,5,"OUT","'Take Out' Bedfordshire Clangers","'Fort Wizardore' Savoy Cake"
"855",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",8,3,"STAR BAKER","Camembert & Onion and Apple & Blueberry Bedfordshire Clangers","'Bright' Lemon & Orange Savoy Cake"
"856",8,"Chris","Geiger",50,"Software developer","Bristol",8,NA,NA,NA,NA
"857",8,"Flo","Atkins",71,"Retired","Merseyside",8,NA,NA,NA,NA
"858",8,"James","Hillery",46,"Banker","Brentwood, Essex",8,NA,NA,NA,NA
"859",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",8,NA,NA,NA,NA
"860",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",8,NA,NA,NA,NA
"861",8,"Tom","Hetherington",29,"Architect","Edinburgh",8,NA,NA,NA,NA
"862",8,"Yan","Tsou",46,"Laboratory research scientist","North London",8,NA,NA,NA,NA
"863",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",9,4,"IN","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"864",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",9,3,"IN","Key Lime Cheesecake and Bakewell Tart Choux Buns","'Some Air Over the Rainbow' Meringue Centrepiece"
"865",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",9,2,"OUT","'Choux-nicorn and Choux-moji' Choux Buns","'Flamingos in Love' Meringue Centrepiece"
"866",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",9,1,"STAR BAKER","Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns","'Tutu with Opera Filling' Meringue Centrepiece"
"867",8,"Chris","Geiger",50,"Software developer","Bristol",9,NA,NA,NA,NA
"868",8,"Flo","Atkins",71,"Retired","Merseyside",9,NA,NA,NA,NA
"869",8,"James","Hillery",46,"Banker","Brentwood, Essex",9,NA,NA,NA,NA
"870",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",9,NA,NA,NA,NA
"871",8,"Liam","Charles",19,"Student","North London",9,NA,NA,NA,NA
"872",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",9,NA,NA,NA,NA
"873",8,"Tom","Hetherington",29,"Architect","Edinburgh",9,NA,NA,NA,NA
"874",8,"Yan","Tsou",46,"Laboratory research scientist","North London",9,NA,NA,NA,NA
"875",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",10,3,"Runner-up","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"876",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",10,1,"Runner-up","Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads","'Yin Yang' Entremet"
"877",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",10,2,"WINNER","Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche","'Ode to the Honey Bee' Entremet"
"878",8,"Chris","Geiger",50,"Software developer","Bristol",10,NA,NA,NA,NA
"879",8,"Flo","Atkins",71,"Retired","Merseyside",10,NA,NA,NA,NA
"880",8,"James","Hillery",46,"Banker","Brentwood, Essex",10,NA,NA,NA,NA
"881",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",10,NA,NA,NA,NA
"882",8,"Liam","Charles",19,"Student","North London",10,NA,NA,NA,NA
"883",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",10,NA,NA,NA,NA
"884",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",10,NA,NA,NA,NA
"885",8,"Tom","Hetherington",29,"Architect","Edinburgh",10,NA,NA,NA,NA
"886",8,"Yan","Tsou",46,"Laboratory research scientist","North London",10,NA,NA,NA,NA
"887",9,"Antony","Amourdoux",30,"Banker","London",1,12,"IN",NA,NA
"888",9,"Briony","Williams",33,"Full-time parent","Bristol",1,2,"IN",NA,NA
"889",9,"Dan","Beasley-Harling",36,"Full-time parent","London",1,4,"IN",NA,NA
"890",9,"Jon","Jenkins",47,"Blood courier","Newport",1,5,"IN",NA,NA
"891",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",1,6,"IN",NA,NA
"892",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",1,10,"IN",NA,NA
"893",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",1,8,"IN",NA,NA
"894",9,"Rahul","Mandal",30,"Research scientist","Rotherham",1,7,"IN",NA,NA
"895",9,"Ruby","Bhogal",29,"Project manager","London",1,1,"IN",NA,NA
"896",9,"Terry","Hartill",56,"Retired air steward","West Midlands",1,9,"IN",NA,NA
"897",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",1,11,"OUT",NA,NA
"898",9,"Manon","Lagrave",26,"Software project manager","London",1,3,"STAR BAKER",NA,NA
"899",9,"Antony","Amourdoux",30,"Banker","London",2,9,"IN",NA,NA
"900",9,"Briony","Williams",33,"Full-time parent","Bristol",2,5,"IN",NA,NA
"901",9,"Dan","Beasley-Harling",36,"Full-time parent","London",2,3,"IN",NA,NA
"902",9,"Jon","Jenkins",47,"Blood courier","Newport",2,1,"IN",NA,NA
"903",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",2,11,"IN",NA,NA
"904",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",2,4,"IN",NA,NA
"905",9,"Manon","Lagrave",26,"Software project manager","London",2,6,"IN",NA,NA
"906",9,"Ruby","Bhogal",29,"Project manager","London",2,10,"IN",NA,NA
"907",9,"Terry","Hartill",56,"Retired air steward","West Midlands",2,8,"IN",NA,NA
"908",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",2,7,"OUT",NA,NA
"909",9,"Rahul","Mandal",30,"Research scientist","Rotherham",2,2,"STAR BAKER",NA,NA
"910",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",2,NA,NA,NA,NA
"911",9,"Briony","Williams",33,"Full-time parent","Bristol",3,9,"IN",NA,NA
"912",9,"Dan","Beasley-Harling",36,"Full-time parent","London",3,6,"IN",NA,NA
"913",9,"Jon","Jenkins",47,"Blood courier","Newport",3,2,"IN",NA,NA
"914",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",3,5,"IN",NA,NA
"915",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",3,10,"IN",NA,NA
"916",9,"Manon","Lagrave",26,"Software project manager","London",3,3,"IN",NA,NA
"917",9,"Ruby","Bhogal",29,"Project manager","London",3,7,"IN",NA,NA
"918",9,"Terry","Hartill",56,"Retired air steward","West Midlands",3,1,"IN",NA,NA
"919",9,"Antony","Amourdoux",30,"Banker","London",3,8,"OUT",NA,NA
"920",9,"Rahul","Mandal",30,"Research scientist","Rotherham",3,4,"STAR BAKER",NA,NA
"921",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",3,NA,NA,NA,NA
"922",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",3,NA,NA,NA,NA
"923",9,"Terry","Hartill",56,"Retired air steward","West Midlands",4,NA,"[a]",NA,NA
"924",9,"Briony","Williams",33,"Full-time parent","Bristol",4,5,"IN",NA,NA
"925",9,"Jon","Jenkins",47,"Blood courier","Newport",4,3,"IN",NA,NA
"926",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",4,7,"IN",NA,NA
"927",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",4,6,"IN",NA,NA
"928",9,"Manon","Lagrave",26,"Software project manager","London",4,8,"IN",NA,NA
"929",9,"Rahul","Mandal",30,"Research scientist","Rotherham",4,4,"IN",NA,NA
"930",9,"Ruby","Bhogal",29,"Project manager","London",4,2,"IN",NA,NA
"931",9,"Dan","Beasley-Harling",36,"Full-time parent","London",4,1,"STAR BAKER",NA,NA
"932",9,"Antony","Amourdoux",30,"Banker","London",4,NA,NA,NA,NA
"933",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",4,NA,NA,NA,NA
"934",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",4,NA,NA,NA,NA
"935",9,"Briony","Williams",33,"Full-time parent","Bristol",5,6,"IN",NA,NA
"936",9,"Dan","Beasley-Harling",36,"Full-time parent","London",5,2,"IN",NA,NA
"937",9,"Jon","Jenkins",47,"Blood courier","Newport",5,7,"IN",NA,NA
"938",9,"Manon","Lagrave",26,"Software project manager","London",5,5,"IN",NA,NA
"939",9,"Rahul","Mandal",30,"Research scientist","Rotherham",5,3,"IN",NA,NA
"940",9,"Ruby","Bhogal",29,"Project manager","London",5,1,"IN",NA,NA
"941",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",5,9,"OUT",NA,NA
"942",9,"Terry","Hartill",56,"Retired air steward","West Midlands",5,8,"OUT",NA,NA
"943",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",5,4,"STAR BAKER",NA,NA
"944",9,"Antony","Amourdoux",30,"Banker","London",5,NA,NA,NA,NA
"945",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",5,NA,NA,NA,NA
"946",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",5,NA,NA,NA,NA
"947",9,"Jon","Jenkins",47,"Blood courier","Newport",6,2,"IN",NA,NA
"948",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",6,5,"IN",NA,NA
"949",9,"Manon","Lagrave",26,"Software project manager","London",6,4,"IN",NA,NA
"950",9,"Rahul","Mandal",30,"Research scientist","Rotherham",6,3,"IN",NA,NA
"951",9,"Ruby","Bhogal",29,"Project manager","London",6,7,"IN",NA,NA
"952",9,"Dan","Beasley-Harling",36,"Full-time parent","London",6,6,"OUT",NA,NA
"953",9,"Briony","Williams",33,"Full-time parent","Bristol",6,1,"STAR BAKER",NA,NA
"954",9,"Antony","Amourdoux",30,"Banker","London",6,NA,NA,NA,NA
"955",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",6,NA,NA,NA,NA
"956",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",6,NA,NA,NA,NA
"957",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",6,NA,NA,NA,NA
"958",9,"Terry","Hartill",56,"Retired air steward","West Midlands",6,NA,NA,NA,NA
"959",9,"Briony","Williams",33,"Full-time parent","Bristol",7,5,"IN",NA,NA
"960",9,"Manon","Lagrave",26,"Software project manager","London",7,2,"IN",NA,NA
"961",9,"Rahul","Mandal",30,"Research scientist","Rotherham",7,1,"IN",NA,NA
"962",9,"Ruby","Bhogal",29,"Project manager","London",7,3,"IN",NA,NA
"963",9,"Jon","Jenkins",47,"Blood courier","Newport",7,4,"OUT",NA,NA
"964",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",7,6,"STAR BAKER",NA,NA
"965",9,"Antony","Amourdoux",30,"Banker","London",7,NA,NA,NA,NA
"966",9,"Dan","Beasley-Harling",36,"Full-time parent","London",7,NA,NA,NA,NA
"967",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",7,NA,NA,NA,NA
"968",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",7,NA,NA,NA,NA
"969",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",7,NA,NA,NA,NA
"970",9,"Terry","Hartill",56,"Retired air steward","West Midlands",7,NA,NA,NA,NA
"971",9,"Briony","Williams",33,"Full-time parent","Bristol",8,1,"IN",NA,NA
"972",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",8,2,"IN",NA,NA
"973",9,"Rahul","Mandal",30,"Research scientist","Rotherham",8,5,"IN",NA,NA
"974",9,"Manon","Lagrave",26,"Software project manager","London",8,4,"OUT",NA,NA
"975",9,"Ruby","Bhogal",29,"Project manager","London",8,3,"STAR BAKER",NA,NA
"976",9,"Antony","Amourdoux",30,"Banker","London",8,NA,NA,NA,NA
"977",9,"Dan","Beasley-Harling",36,"Full-time parent","London",8,NA,NA,NA,NA
"978",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",8,NA,NA,NA,NA
"979",9,"Jon","Jenkins",47,"Blood courier","Newport",8,NA,NA,NA,NA
"980",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",8,NA,NA,NA,NA
"981",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",8,NA,NA,NA,NA
"982",9,"Terry","Hartill",56,"Retired air steward","West Midlands",8,NA,NA,NA,NA
"983",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,2,"IN",NA,NA
"984",9,"Rahul","Mandal",30,"Research scientist","Rotherham",9,4,"IN",NA,NA
"985",9,"Briony","Williams",33,"Full-time parent","Bristol",9,3,"OUT",NA,NA
"986",9,"Ruby","Bhogal",29,"Project manager","London",9,1,"STAR BAKER",NA,NA
"987",9,"Antony","Amourdoux",30,"Banker","London",9,NA,NA,NA,NA
"988",9,"Dan","Beasley-Harling",36,"Full-time parent","London",9,NA,NA,NA,NA
"989",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,NA,NA,NA,NA
"990",9,"Jon","Jenkins",47,"Blood courier","Newport",9,NA,NA,NA,NA
"991",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",9,NA,NA,NA,NA
"992",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,NA,NA,NA,NA
"993",9,"Manon","Lagrave",26,"Software project manager","London",9,NA,NA,NA,NA
"994",9,"Terry","Hartill",56,"Retired air steward","West Midlands",9,NA,NA,NA,NA
"995",9,"Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",10,1,"Runner-up",NA,NA
"996",9,"Ruby","Bhogal",29,"Project manager","London",10,3,"Runner-up",NA,NA
"997",9,"Rahul","Mandal",30,"Research scientist","Rotherham",10,2,"WINNER",NA,NA
"998",9,"Antony","Amourdoux",30,"Banker","London",10,NA,NA,NA,NA
"999",9,"Briony","Williams",33,"Full-time parent","Bristol",10,NA,NA,NA,NA
"1000",9,"Dan","Beasley-Harling",36,"Full-time parent","London",10,NA,NA,NA,NA
"1001",9,"Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",10,NA,NA,NA,NA
"1002",9,"Jon","Jenkins",47,"Blood courier","Newport",10,NA,NA,NA,NA
"1003",9,"Karen","Wright",60,"In-store sampling assistant","Wakefield",10,NA,NA,NA,NA
"1004",9,"Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",10,NA,NA,NA,NA
"1005",9,"Manon","Lagrave",26,"Software project manager","London",10,NA,NA,NA,NA
"1006",9,"Terry","Hartill",56,"Retired air steward","West Midlands",10,NA,NA,NA,NA
"1007",10,"Alice","Fevronia",28,"Geography teacher","Essex",1,5,"IN",NA,NA
"1008",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",1,4,"IN",NA,NA
"1009",10,"David","Atherton",36,"International health adviser","Whitby",1,10,"IN",NA,NA
"1010",10,"Helena","Garcia",40,"Online project manager","Leeds",1,12,"IN",NA,NA
"1011",10,"Henry","Bird",20,"Student","Durham",1,1,"IN",NA,NA
"1012",10,"Jamie","Finn",20,"Part-time waiter","Surrey",1,13,"IN",NA,NA
"1013",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",1,11,"IN",NA,NA
"1014",10,"Phil","Thorne",56,"HGV driver","Rainham",1,8,"IN",NA,NA
"1015",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",1,7,"IN",NA,NA
"1016",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",1,2,"IN",NA,NA
"1017",10,"Steph","Blackwell",28,"Shop assistant","Chester",1,3,"IN",NA,NA
"1018",10,"Dan","Chambers",32,"Support worker","Rotherham",1,9,"OUT",NA,NA
"1019",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",1,6,"STAR BAKER",NA,NA
"1020",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",2,9,"IN",NA,NA
"1021",10,"David","Atherton",36,"International health adviser","Whitby",2,2,"IN",NA,NA
"1022",10,"Helena","Garcia",40,"Online project manager","Leeds",2,12,"IN",NA,NA
"1023",10,"Henry","Bird",20,"Student","Durham",2,6,"IN",NA,NA
"1024",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",2,4,"IN",NA,NA
"1025",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",2,8,"IN",NA,NA
"1026",10,"Phil","Thorne",56,"HGV driver","Rainham",2,3,"IN",NA,NA
"1027",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",2,7,"IN",NA,NA
"1028",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",2,5,"IN",NA,NA
"1029",10,"Steph","Blackwell",28,"Shop assistant","Chester",2,10,"IN",NA,NA
"1030",10,"Jamie","Finn",20,"Part-time waiter","Surrey",2,11,"OUT",NA,NA
"1031",10,"Alice","Fevronia",28,"Geography teacher","Essex",2,1,"STAR BAKER",NA,NA
"1032",10,"Dan","Chambers",32,"Support worker","Rotherham",2,NA,NA,NA,NA
"1033",10,"Alice","Fevronia",28,"Geography teacher","Essex",3,7,"IN",NA,NA
"1034",10,"David","Atherton",36,"International health adviser","Whitby",3,2,"IN",NA,NA
"1035",10,"Helena","Garcia",40,"Online project manager","Leeds",3,8,"IN",NA,NA
"1036",10,"Henry","Bird",20,"Student","Durham",3,1,"IN",NA,NA
"1037",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",3,5,"IN",NA,NA
"1038",10,"Phil","Thorne",56,"HGV driver","Rainham",3,10,"IN",NA,NA
"1039",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",3,4,"IN",NA,NA
"1040",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",3,9,"IN",NA,NA
"1041",10,"Steph","Blackwell",28,"Shop assistant","Chester",3,3,"IN",NA,NA
"1042",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",3,11,"OUT",NA,NA
"1043",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",3,6,"STAR BAKER",NA,NA
"1044",10,"Dan","Chambers",32,"Support worker","Rotherham",3,NA,NA,NA,NA
"1045",10,"Jamie","Finn",20,"Part-time waiter","Surrey",3,NA,NA,NA,NA
"1046",10,"Alice","Fevronia",28,"Geography teacher","Essex",4,8,"IN",NA,NA
"1047",10,"David","Atherton",36,"International health adviser","Whitby",4,2,"IN",NA,NA
"1048",10,"Helena","Garcia",40,"Online project manager","Leeds",4,9,"IN",NA,NA
"1049",10,"Henry","Bird",20,"Student","Durham",4,3,"IN",NA,NA
"1050",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",4,7,"IN",NA,NA
"1051",10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",4,5,"IN",NA,NA
"1052",10,"Priya","O'Shea",34,"Marketing consultant","Leicester",4,10,"IN",NA,NA
"1053",10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",4,4,"IN",NA,NA
"1054",10,"Phil","Thorne",56,"HGV driver","Rainham",4,6,"OUT",NA,NA
"1055",10,"Steph","Blackwell",28,"Shop assistant","Chester",4,1,"STAR BAKER",NA,NA
"1056",10,"Amelia","LeBruin",24,"Fashion designer","Halifax",4,NA,NA,NA,NA
"1057",10,"Dan","Chambers",32,"Support worker","Rotherham",4,NA,NA,NA,NA
"1058",10,"Jamie","Finn",20,"Part-time waiter","Surrey",4,NA,NA,NA,NA
"1059",10,"Alice","Fevronia",28,"Geography teacher","Essex",5,6,"IN",NA,NA
"1060",10,"David","Atherton",36,"International health adviser","Whitby",5,9,"IN",NA,NA
"1061",10,"Henry","Bird",20,"Student","Durham",5,3,"IN",NA,NA
"1062",10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",5,8,"IN",NA,NA
